# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
 342,        "HD 32963 b",3.4100000858e+00,1.9999999553e-02,1.9999999553e-02,7.0000000298e-02,3.9999999106e-02,3.9999999106e-02,1.0700000000e+02,3.5000000000e+01,3.5000000000e+01,1.2494983967e+00,2.3362278134e-01,1.9640877781e-01,1.0010840440e+00,6.0593958012e-02,6.0593958012e-02,0,7.6982353210e+01,2.6327962875e+01,7.8331733704e+01,3.4144239426e+00,2.3720000000e+03
 343, "TYC 3667-1280-1 b",2.0999999344e-01,9.9999997765e-03,9.9999997765e-03,3.5999998450e-02,4.3000001460e-02,1.4000000432e-02,2.4000000000e+02,5.0000000000e+01,5.0000000000e+01,1.1356042055e+00,2.1253817605e-01,1.7163874999e-01,6.2600002289e+00,8.6000001431e-01,8.6000001431e-01,0,1.2887344360e+01,5.8426166534e+01,4.1149650574e+01,4.7325057983e+01,2.6468000412e+01
 344,       "HD 147513 b",1.3200000525e+00,1.3200000525e-01,1.3200000525e-01,2.5999999046e-01,5.0000000745e-02,5.0000000745e-02,2.8200000000e+02,9.0000000000e+00,9.0000000000e+00,1.2053520043e+00,2.2939872519e-01,1.8359604185e-01,1.1148727424e+00,6.2022600996e-01,6.2022600996e-01,0,2.4600537109e+02,-3.9192981720e+01,2.5072032166e+02,-1.7346126556e+01,5.2840002441e+02
 345,       "HD 166724 b",5.4200000763e+00,4.3000000715e-01,4.3000000715e-01,7.3400002718e-01,1.9999999553e-02,1.9999999553e-02,2.0230000305e+02,3.5999999046e+00,3.5999999046e+00,1.1535826073e+00,2.1172185610e-01,1.8087579719e-01,9.1242849402e-01,8.4625943270e-02,8.4625943270e-02,0,2.7349865723e+02,-4.2575374603e+01,2.7272692871e+02,-1.9169195175e+01,5.1440000000e+03
 346,       "HD 148156 b",2.4500000477e+00,3.9999999106e-02,3.9999999106e-02,5.1999998093e-01,3.9999999106e-02,9.0000003576e-02,3.5000000000e+01,1.7000000000e+01,1.2000000000e+01,1.2124882484e+00,2.3856246107e-01,2.1775579072e-01,1.2100000381e+00,2.9999999329e-02,2.9999999329e-02,0,2.4707200623e+02,-4.6317623138e+01,2.5283840942e+02,-2.4235019684e+01,1.0270000000e+03
 347,       "HD 149026 b",4.4197014983e-02,3.6000849723e-03,3.6000849723e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1849102907e+00,3.4118784946e-01,3.2929147733e-01,1.4099999666e+00,2.9999999329e-02,2.9999999329e-02,1,2.4762341309e+02,3.8347309113e+01,2.3450035095e+02,5.9059608459e+01,2.8758900166e+00
 348,       "HD 149143 b",5.0000000745e-02,5.0000000745e-03,5.0000000745e-03,1.9999999553e-02,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1758179494e+00,2.2785786613e-01,1.9022827966e-01,1.6299999952e+00,3.9999999106e-02,3.9999999106e-02,0,2.4821270752e+02,2.0848319530e+00,2.4609721375e+02,2.3734304428e+01,4.0720000267e+00
 349,       "HD 150706 b",6.6999998093e+00,4.0000000000e+00,4.0000000000e+00,3.7999999523e-01,2.8000000119e-01,3.1999999285e-01,1.3200000000e+02,3.7000000000e+01,3.3000000000e+01,1.1764216678e+00,1.8849722318e-01,1.9300271027e-01,9.5999997854e-01,1.9999999553e-02,1.9999999553e-02,0,2.4782327271e+02,7.9789772034e+01,1.0552403259e+02,7.5522727966e+01,5.8940000000e+03
 350,       "HD 152581 b",1.4900000095e+00,7.0000000298e-02,7.0000000298e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1725692724e+00,2.1762934007e-01,1.7529167318e-01,4.8000001907e+00,2.3999999464e-01,2.3999999464e-01,0,2.5343159485e+02,1.1973746300e+01,2.5026817322e+02,3.4285034180e+01,6.8900000000e+02
 351,       "HD 153950 b",1.2799999714e+00,1.9999999553e-02,1.9999999553e-02,3.4000000358e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1535143182e+00,2.0654879443e-01,1.6657417425e-01,1.2799999714e+00,3.9999999106e-02,3.9999999106e-02,0,2.5612863159e+02,-4.3309768677e+01,2.5927435303e+02,-2.0385587692e+01,4.9939999390e+02
 352,       "HD 154672 b",6.0000002384e-01,1.9999999553e-02,1.9999999553e-02,6.1000001431e-01,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1274108582e+00,2.0103607150e-01,1.7099203869e-01,1.3200000525e+00,1.9999999553e-02,1.9999999553e-02,0,2.5752047729e+02,-5.6449268341e+01,2.6177868652e+02,-3.3365585327e+01,1.6394000244e+02
 353,       "HD 154857 b",1.2899999619e+00,1.9999999553e-02,1.9999999553e-02,4.6000000834e-01,1.9999999553e-02,1.9999999553e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1780400153e+00,2.2953288105e-01,2.0909788421e-01,2.2999999523e+00,5.9999998659e-02,5.9999998659e-02,0,2.5781552124e+02,-5.6680797577e+01,2.6200085449e+02,-3.3579353333e+01,4.0860000610e+02
 354,       "HD 155358 b",6.2999999523e-01,1.9999999553e-02,1.9999999553e-02,1.7000000179e-01,2.9999999329e-02,2.9999999329e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2251464070e+00,2.1982769559e-01,1.9067058045e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,2.5739422607e+02,3.3355854034e+01,2.5099165344e+02,5.5966339111e+01,1.9430000305e+02
 355,       "HD 155358 c",1.0199999809e+00,1.9999999553e-02,1.9999999553e-02,1.5999999642e-01,1.0000000149e-01,1.0000000149e-01,1.8000000000e+02,2.6000000000e+01,2.6000000000e+01,1.2282421534e+00,2.2321134650e-01,1.9035377985e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,2.5739422607e+02,3.3355854034e+01,2.5099165344e+02,5.5966339111e+01,3.9189999390e+02
 356,       "HD 156411 b",1.8799999952e+00,2.9999999329e-02,2.9999999329e-02,2.1999999881e-01,7.9999998212e-02,7.9999998212e-02,4.5000000000e+01,2.2000000000e+01,1.4000000000e+01,1.2302202991e+00,2.3221844155e-01,1.9906194832e-01,2.1600000858e+00,9.0000003576e-02,9.0000003576e-02,0,2.5996417236e+02,-4.8549320221e+01,2.6266525269e+02,-2.5365236282e+01,8.4220001221e+02
 357,       "HD 156668 b",5.0000000745e-02,6.9999997504e-04,6.9999997504e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.6564168747e-01,6.7562852555e-02,4.9662834293e-02,7.2000002861e-01,9.9999997765e-03,9.9999997765e-03,0,2.5941870117e+02,2.9227226257e+01,2.5487364197e+02,5.2112331390e+01,4.6455001831e+00
 358,       "HD 156846 b",1.1200000048e+00,1.9999999553e-02,1.9999999553e-02,8.5000002384e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1013903734e+00,2.1037884991e-01,1.6835460127e-01,1.8999999762e+00,3.9999999106e-02,3.9999999106e-02,0,2.6014294434e+02,-1.9333745956e+01,2.6068338013e+02,3.7873210907e+00,3.5951000977e+02
 359,       "HD 159243 b",1.0999999940e-01,2.0000000950e-03,2.0000000950e-03,1.9999999553e-02,1.7999999225e-02,1.7999999225e-02,2.2300000000e+02,9.3000000000e+01,9.3000000000e+01,1.2108761008e+00,2.4119066034e-01,1.7735519934e-01,1.1200000048e+00,5.0000000745e-02,5.0000000745e-02,0,2.6333978271e+02,5.7007331848e+00,2.6242019653e+02,2.8964948654e+01,1.2619999886e+01
 360,       "HD 159243 c",8.0000001192e-01,1.9999999553e-02,1.9999999553e-02,7.5000002980e-02,5.0000000745e-02,5.0000000745e-02,6.9000000000e+01,9.7000000000e+01,9.7000000000e+01,1.1825685929e+00,2.1850631167e-01,1.8440462010e-01,1.1200000048e+00,5.0000000745e-02,5.0000000745e-02,0,2.6333978271e+02,5.7007331848e+00,2.6242019653e+02,2.8964948654e+01,2.4839999390e+02
 361,       "HD 159868 c",1.0000000000e+00,9.9999997765e-03,9.9999997765e-03,1.5000000596e-01,5.0000000745e-02,5.0000000745e-02,2.9000000000e+02,2.5000000000e+01,2.5000000000e+01,1.2426862677e+00,2.1382029640e-01,1.8705019882e-01,1.9700000286e+00,3.9999999106e-02,3.9999999106e-02,0,2.6474801636e+02,-4.3145515442e+01,2.6593005371e+02,-1.9780395508e+01,3.5229998779e+02
 362,       "HD 160691 b",1.4969999790e+00,1.4969999790e-01,1.4969999790e-01,1.2800000608e-01,1.7000000924e-02,1.7000000924e-02,2.2000000000e+01,7.0000000000e+00,7.0000000000e+00,1.1918394127e+00,2.4719483832e-01,1.7185820816e-01,1.1260137061e+00,6.9232438044e-02,6.9232438044e-02,0,2.6603625488e+02,-5.1834053040e+01,2.6721578979e+02,-2.8433063507e+01,6.4325000000e+02
 363,       "HD 160691 d",9.0939998627e-02,9.0939998627e-03,9.0939998627e-03,1.7200000584e-01,3.9999999106e-02,3.9999999106e-02,2.1269999695e+02,1.3300000191e+01,1.3300000191e+01,2.8439297542e-01,1.1704201289e-01,7.5598299951e-02,1.1248544168e+00,7.0936742889e-02,7.0936742889e-02,0,2.6603625488e+02,-5.1834053040e+01,2.6721578979e+02,-2.8433063507e+01,9.6386003494e+00
 364,       "HD 160691 e",9.2100000381e-01,9.2100000381e-02,9.2100000381e-02,6.6600002348e-02,1.2199999765e-02,1.2199999765e-02,1.8960000610e+02,9.3999996185e+00,9.3999996185e+00,1.2558178214e+00,2.4893434436e-01,1.9357978206e-01,1.1247084717e+00,6.9271571536e-02,6.9271571536e-02,0,2.6603625488e+02,-5.1834053040e+01,2.6721578979e+02,-2.8433063507e+01,3.1054998779e+02
 365,       "HD 162020 b",7.9999998212e-02,7.9999998212e-03,7.9999998212e-03,2.8000000119e-01,0.0000000000e+00,-0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1035818827e+00,2.0792053204e-01,1.6788541802e-01,7.5000000000e-01,2.9999999329e-02,2.9999999329e-02,0,2.6765982056e+02,-4.0318347931e+01,2.6813540649e+02,-1.6894201279e+01,8.4281997681e+00
 366,       "HD 163607 c",2.4200000763e+00,9.9999997765e-03,9.9999997765e-03,1.1999999732e-01,5.9999998659e-02,5.9999998659e-02,2.6500000000e+02,9.3000000000e+01,9.3000000000e+01,1.1797626632e+00,2.1593904139e-01,1.9640304195e-01,1.6299999952e+00,7.0000000298e-02,7.0000000298e-02,0,2.6841873169e+02,5.6391956329e+01,2.6504998779e+02,7.9804069519e+01,1.3140000000e+03
 367,       "HD 164509 b",8.7500000000e-01,8.0000003800e-03,8.0000003800e-03,2.5999999046e-01,1.4000000060e-01,1.4000000060e-01,3.2400000000e+02,1.1000000000e+02,1.1000000000e+02,1.2344977672e+00,2.6040798008e-01,2.3788337179e-01,1.0599999428e+00,2.9999999329e-02,2.9999999329e-02,0,2.7038012695e+02,1.0455600172e-01,2.7041464233e+02,2.3543300629e+01,2.8239999390e+02
 368,       "HD 164922 b",2.0999999046e+00,3.9999999106e-02,3.9999999106e-02,5.0000000745e-02,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0782300212e+00,4.2584696427e-01,3.2638724322e-01,9.7000002861e-01,9.9999997765e-03,9.9999997765e-03,0,2.7062860107e+02,2.6313001633e+01,2.7087210083e+02,4.9750389099e+01,1.1550000000e+03
 369,       "HD 168443 b",2.9309999943e-01,1.8100000452e-03,1.8100000452e-03,5.2882999182e-01,1.0300000431e-03,1.0300000431e-03,1.7292300415e+02,1.3899999857e-01,1.3899999857e-01,1.1154047665e+00,2.1072293422e-01,1.8218217390e-01,1.5099999905e+00,5.9999998659e-02,5.9999998659e-02,0,2.7501638794e+02,-9.5957221985e+00,2.7509243774e+02,1.3754937172e+01,5.8112468719e+01
 370,       "HD 168443 c",2.8373000622e+00,1.7999999225e-02,1.7999999225e-02,2.1130000055e-01,1.7099999823e-03,1.7099999823e-03,6.4870002747e+01,5.1130002737e-01,5.1130002737e-01,1.0853676277e+00,2.0963344498e-01,1.6944174093e-01,1.5099999905e+00,5.9999998659e-02,5.9999998659e-02,0,2.7501638794e+02,-9.5957221985e+00,2.7509243774e+02,1.3754937172e+01,1.7498299561e+03
 371,       "HD 168746 b",7.0000000298e-02,7.0000000298e-03,7.0000000298e-03,1.0999999940e-01,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.9529328110e-01,3.6906848118e-01,2.9920092733e-01,1.0900000334e+00,1.9999999553e-02,1.9999999553e-02,0,2.7545742798e+02,-1.1922683716e+01,2.7544738770e+02,1.1413470268e+01,6.4039998055e+00
 372,       "HD 169830 c",3.5999999046e+00,3.5999999046e-01,3.5999999046e-01,3.3000001311e-01,1.9999999553e-02,1.9999999553e-02,2.5200000000e+02,8.0000000000e+00,8.0000000000e+00,1.1492310158e+00,1.9250381775e-01,1.7497648178e-01,1.9363441636e+00,9.7139912547e-01,9.7139912547e-01,0,2.7695617676e+02,-2.9816865921e+01,2.7607110596e+02,-6.5240559578e+00,2.1020000000e+03
 373,       "HD 170469 b",2.2400000095e+00,5.0000000745e-02,5.0000000745e-02,1.0999999940e-01,7.9999998212e-02,7.9999998212e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2485199979e+00,2.3845461463e-01,1.9609557930e-01,1.2400000095e+00,1.9999999553e-02,1.9999999553e-02,0,2.7729574585e+02,1.1695502281e+01,2.7872253418e+02,3.4914146423e+01,1.1450000000e+03
 374,       "HD 171238 b",2.5399999619e+00,5.9999998659e-02,5.9999998659e-02,4.0000000596e-01,6.1000000685e-02,6.4999997616e-02,4.7000000000e+01,9.8999996185e+00,9.8000001907e+00,1.1751871648e+00,2.1672121686e-01,1.8299623271e-01,9.7849912767e-01,4.7627809594e-02,4.7627809594e-02,0,2.7868197632e+02,-2.8072313309e+01,2.7768188477e+02,-4.8642449379e+00,1.5230000000e+03
 375,       "HD 173416 b",1.1599999666e+00,5.9999998659e-02,5.9999998659e-02,2.0999999344e-01,3.9999999106e-02,3.9999999106e-02,2.5400000000e+02,1.1000000000e+01,1.1000000000e+01,1.1664533476e+00,2.2635044906e-01,1.8653320789e-01,1.3500000000e+01,8.9999997616e-01,8.9999997616e-01,0,2.8090045166e+02,3.6556606293e+01,2.8733114624e+02,5.9341804504e+01,3.2360000610e+02
 376,       "HD 175167 b",2.4000000954e+00,5.0000000745e-02,5.0000000745e-02,5.4000002146e-01,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1116455207e+00,2.1218373855e-01,1.7494012923e-01,1.7500000000e+00,3.9999999106e-02,3.9999999106e-02,0,2.8500347900e+02,-6.9944244385e+01,2.7746466064e+02,-4.6893447876e+01,1.2900000000e+03
 377,       "HD 177830 b",1.1399999857e+00,2.9999999329e-02,2.9999999329e-02,1.0000000149e-01,5.0000000745e-02,5.0000000745e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1851290695e+00,2.2915082561e-01,1.8735508732e-01,3.2599999905e+00,1.1999999732e-01,1.1999999732e-01,0,2.8633654785e+02,2.5920660019e+01,2.9226242065e+02,4.8105190277e+01,4.1010000610e+02
 378,       "HD 177830 c",5.1370000839e-01,3.0000001425e-04,3.0000001425e-04,3.0000001192e-01,1.0000000149e-01,1.0000000149e-01,1.1000000000e+02,2.9000000000e+01,2.9000000000e+01,6.8885308959e-01,3.0259348683e-01,2.0092965891e-01,3.2599999905e+00,1.1999999732e-01,1.1999999732e-01,0,2.8633654785e+02,2.5920660019e+01,2.9226242065e+02,4.8105190277e+01,1.1090000153e+02
 379,       "HD 179079 b",1.1999999732e-01,1.1999999732e-02,1.1999999732e-02,1.1999999732e-01,9.0000003576e-02,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,5.4584771329e-01,2.5068265502e-01,1.6150610470e-01,1.7000000477e+00,3.9999999106e-02,3.9999999106e-02,0,2.8779095459e+02,-2.6383850574e+00,2.8890960693e+02,1.9640615463e+01,1.4475999832e+01
 380,       "HD 179949 b",4.4300001115e-02,2.6000000071e-03,2.6000000071e-03,2.1999999881e-02,1.4999999665e-02,1.4999999665e-02,1.9200000000e+02,0.0000000000e+00,0.0000000000e+00,1.2221328147e+00,2.2034090163e-01,1.8859156442e-01,1.3943450230e+00,7.4054454026e-01,7.4054454026e-01,0,2.8888845825e+02,-2.4179351807e+01,2.8718640137e+02,-1.8599740267e+00,3.0925140381e+00
 381,       "HD 180314 b",1.4600000381e+00,5.9999998659e-02,5.9999998659e-02,2.5999999046e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0698170934e+00,2.1615727423e-01,1.6905786755e-01,8.1300001144e+00,3.0000001192e-01,3.0000001192e-01,0,2.8870919800e+02,3.1860349655e+01,2.9728808594e+02,5.3541572571e+01,3.9602999878e+02
 382,       "HD 181342 b",1.7799999714e+00,5.9999998659e-02,5.9999998659e-02,1.8000000715e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1641567610e+00,2.0882498582e-01,1.9146508024e-01,5.0900001526e+00,2.0000000298e-01,2.0000000298e-01,0,2.9026763916e+02,-2.3619571686e+01,2.8851126099e+02,-1.4733359814e+00,6.6300000000e+02
 383,       "HD 181433 b",7.9999998212e-02,7.9999998212e-03,7.9999998212e-03,4.0000000596e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.1568559178e-01,9.6917104370e-02,6.7706974956e-02,7.9000002146e-01,9.9999997765e-03,9.9999997765e-03,0,2.9128985596e+02,-6.6468795776e+01,2.8160308838e+02,-4.3884979248e+01,9.3743000031e+00
 384,       "HD 181433 d",3.0000000000e+00,3.0000000000e-01,3.0000000000e-01,4.7999998927e-01,5.0000000745e-02,5.0000000745e-02,-3.0000000000e+01,1.3000000000e+01,1.3000000000e+01,1.2422465618e+00,2.5821102243e-01,2.0006984503e-01,7.9000002146e-01,9.9999997765e-03,9.9999997765e-03,0,2.9128985596e+02,-6.6468795776e+01,2.8160308838e+02,-4.3884979248e+01,2.1720000000e+03
 385,       "HD 181720 b",1.8500000238e+00,3.9999999106e-02,3.9999999106e-02,2.5999999046e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1958067946e+00,3.3177437084e-01,2.9176553952e-01,1.5000000000e+00,7.0000000298e-02,7.0000000298e-02,0,2.9072076416e+02,-3.2919055939e+01,2.8759564209e+02,-1.0736813545e+01,9.5600000000e+02
 386,       "HD 183263 b",1.4900000095e+00,1.9999999553e-02,1.9999999553e-02,3.6000001431e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1518795248e+00,2.1696744428e-01,1.8425410330e-01,1.2300000191e+00,1.9999999553e-02,1.9999999553e-02,0,2.9210238647e+02,8.3580541611e+00,2.9542214966e+02,2.9867465973e+01,6.2651599121e+02
 387,       "HD 212301 b",2.9999999329e-02,2.9999999329e-03,2.9999999329e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2619180215e+00,2.4923496468e-01,2.1666801563e-01,1.1599999666e+00,1.9999999553e-02,1.9999999553e-02,0,3.3687884521e+02,-7.7717926025e+01,2.9280404663e+02,-5.9684127808e+01,2.2457098961e+00
 388,       "HD 213240 b",1.8899999857e+00,2.9999999329e-02,2.9999999329e-02,4.1999998689e-01,9.9999997765e-03,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1295210974e+00,2.1490759984e-01,1.7183008806e-01,1.5099999905e+00,1.9999999553e-02,1.9999999553e-02,0,3.3775152588e+02,-4.9433269501e+01,3.1873828125e+02,-3.6799671173e+01,8.8270001221e+02
 389,       "HD 215497 c",1.2819999456e+00,1.2819999456e-01,1.2819999456e-01,4.9000000954e-01,3.9999999106e-02,3.9999999106e-02,4.5000000000e+01,4.0000000000e+00,4.0000000000e+00,1.1172139208e+00,3.6987570092e-01,3.4194614781e-01,8.5000002384e-01,3.9999999106e-02,3.9999999106e-02,0,3.4165313721e+02,-5.6599533081e+01,3.1677703857e+02,-4.4189079285e+01,5.6794000244e+02
 390,       "HD 216435 b",2.5599999428e+00,1.7000000179e-01,1.7000000179e-01,7.0000000298e-02,7.8000001609e-02,7.8000001609e-02,1.0000000000e+02,0.0000000000e+00,0.0000000000e+00,1.2084916423e+00,2.1960437018e-01,1.9427351493e-01,1.7916389828e+00,9.3411930280e-01,9.3411930280e-01,0,3.4340805054e+02,-4.8598285675e+01,3.2334570312e+02,-3.7812286377e+01,1.3110000000e+03
 391,       "HD 216536 b",6.1000001431e-01,5.9999998659e-02,5.9999998659e-02,3.7999999523e-01,1.0999999940e-01,1.0999999940e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2148716943e+00,2.1666826504e-01,2.0948554902e-01,9.8299999237e+00,1.2799999714e+00,1.2799999714e+00,0,3.4326660156e+02,4.4477752686e+01,7.5207591057e+00,4.6430221558e+01,1.4860000610e+02
 392,       "HD 216770 b",4.6000000834e-01,9.9999997765e-03,9.9999997765e-03,3.7000000477e-01,5.9999998659e-02,5.9999998659e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2423591113e+00,2.2441145197e-01,1.8645487655e-01,9.3000000715e-01,1.9999999553e-02,1.9999999553e-02,0,3.4397378540e+02,-2.6658763885e+01,3.3476477051e+02,-1.8270832062e+01,1.1844999695e+02
 393,       "HD 141399 d",2.0899999142e+00,5.9999998659e-02,5.9999998659e-02,7.4000000954e-02,2.5000000373e-02,2.5000000373e-02,-1.4000000000e+02,3.0000000000e+01,3.0000000000e+01,1.2220743876e+00,2.1495225259e-01,1.9858646181e-01,1.2397125051e+00,8.5101902526e-02,8.5101902526e-02,0,2.3672422791e+02,4.6986263275e+01,2.1183792114e+02,6.3859420776e+01,1.0698000488e+03
 394,       "HD 141399 e",5.0000000000e+00,1.5000000000e+00,1.5000000000e+00,2.5999999046e-01,2.1999999881e-01,2.1999999881e-01,-1.0000000000e+01,2.0000000000e+01,2.0000000000e+01,1.2370118557e+00,2.1663936864e-01,1.8946195515e-01,1.2406918647e+00,8.5199782655e-02,8.5199782655e-02,0,2.3672422791e+02,4.6986263275e+01,2.1183792114e+02,6.3859420776e+01,5.0000000000e+03
 395,      "Kepler-407 c",4.0568365462e+00,4.6681358076e-01,4.6681358076e-01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1060115668e+00,1.8501078695e-01,1.9382807764e-01,1.0099999905e+00,7.0000000298e-02,7.0000000298e-02,0,2.8603634644e+02,4.9614505768e+01,3.0370394897e+02,7.1182304382e+01,3.0000000000e+03
 396,       "HD 219134 b",3.8759998977e-02,4.6999999904e-04,4.6999999904e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.7572360919e-01,7.5303133699e-02,4.8451507689e-02,7.7999997139e-01,9.9999997765e-03,9.9999997765e-03,1,3.4832073975e+02,5.7168354034e+01,2.3742752075e+01,5.4546604156e+01,3.0929260254e+00
 397,       "HD 219134 c",6.5300002694e-02,7.9999997979e-04,7.9999997979e-04,6.1999998987e-02,3.9000000805e-02,3.9000000805e-02,7.0000000000e+01,2.4000000000e+01,3.5000000000e+01,1.7147191252e-01,7.2216200509e-02,5.0630386931e-02,7.7999997139e-01,9.9999997765e-03,9.9999997765e-03,1,3.4832073975e+02,5.7168354034e+01,2.3742752075e+01,5.4546604156e+01,6.7645797729e+00
 398,       "HD 219134 d",2.3700000346e-01,3.0000000261e-03,3.0000000261e-03,1.3799999654e-01,2.5000000373e-02,2.5000000373e-02,1.7300000000e+02,1.0000000000e+01,1.0000000000e+01,3.6150914645e-01,1.5642178577e-01,9.3576708969e-02,7.7999997139e-01,9.9999997765e-03,9.9999997765e-03,0,3.4832073975e+02,5.7168354034e+01,2.3742752075e+01,5.4546604156e+01,4.6859001160e+01
 399,          "Pr0211 c",5.5000000000e+00,3.0000000000e+00,3.0000000000e+00,7.0999997854e-01,1.0999999940e-01,1.0999999940e-01,1.1100000000e+02,9.0000000000e+00,9.0000000000e+00,1.1214295799e+00,2.1512033302e-01,1.8322720780e-01,8.2999998331e-01,9.9999997765e-03,9.9999997765e-03,0,1.3054788208e+02,1.9277044296e+01,1.2785971069e+02,1.0075659752e+00,4.8500000000e+03
 400,      "Kepler-424 c",7.3000001907e-01,7.9999998212e-02,7.9999998212e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1319063346e+00,2.0881718235e-01,1.7526166262e-01,9.3999999762e-01,5.9999998659e-02,5.9999998659e-02,0,2.9862487793e+02,4.8577453613e+01,3.2349880981e+02,6.6777496338e+01,2.2330000305e+02
 401,       "Kepler-68 d",1.5124058046e+00,8.1333208253e-02,8.1333208253e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2204191403e+00,2.4299084620e-01,1.8258991000e-01,1.2799999714e+00,5.9999998659e-02,5.9999998659e-02,0,2.9103231812e+02,4.9040271759e+01,3.1203396606e+02,6.9429039001e+01,6.2500000000e+02
 402,       "Kepler-94 c",1.5980211340e+00,4.0047104770e-02,4.0047104770e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0977454540e+00,1.9473012931e-01,1.6968207800e-01,7.5999999046e-01,2.9999999329e-02,2.9999999329e-02,0,2.8119473267e+02,4.7497146606e+01,2.9261880493e+02,7.0058830261e+01,8.2029998779e+02
 403,"NGC 2682 YBP 1514 b,5.7341527472e-02,1.9913483988e-04,1.9913483988e-04,2.8000000119e-01,9.0000003576e-02,9.0000003576e-02,3.2732998657e+02,1.6090000153e+01,1.6090000153e+01,1.1513819722e+00,3.0693173207e-01,4.5308026620e-01,8.4299049923e-01,5.8448312354e-02,5.8448312354e-02,0,1.3275318909e+02,1.1886529922e+01,1.3186843872e+02,-5.5572972298e+00,5.1180000305e+00
 404,"NGC 2682 YBP 401 b",5.2261168216e-02,3.1553668480e-04,3.1553668480e-04,1.5000000596e-01,7.9999998212e-02,7.9999998212e-02,3.3017001343e+02,2.5680000305e+01,2.5680000305e+01,1.2389403992e+00,2.8628077346e-01,2.3577970500e-01,1.2524549744e+00,5.8817925045e-02,5.8817925045e-02,0,1.3282936096e+02,1.1671019554e+01,1.3199935913e+02,-5.7444620132e+00,4.0869998932e+00
