# ID,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_radj,pl_radjerr1,pl_radjerr2,st_rad,st_raderr1,st_raderr2,pl_tranflag,ra,dec,st_elon,st_elat,pl_orbper
 606,        "HD 76920 b",1.1490000486e+00,1.7000000924e-02,1.7000000924e-02,8.5600000620e-01,8.9999996126e-03,8.9999996126e-03,3.5289999390e+02,1.8999999762e+00,1.1000000238e+00,1.1450890338e+00,2.1633566136e-01,1.6779652467e-01,7.4699997902e+00,6.0000002384e-01,6.0000002384e-01,0,1.3382006836e+02,-6.7265472412e+01,2.0253744507e+02,-7.3159400940e+01,4.1539999390e+02
 607,           "K2-18 c",5.9999998659e-02,3.0000000261e-03,3.0000000261e-03,4.6999999881e-01,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.3153222194e-01,1.0002486852e-01,6.9017295110e-02,4.0999999642e-01,3.9999999106e-02,3.9999999106e-02,0,1.7256045532e+02,7.5883908272e+00,1.7017124939e+02,4.0200448036e+00,8.9619998932e+00
 608,         "GJ 3942 b",6.0800001025e-02,6.8000000902e-03,6.8000000902e-03,1.2099999934e-01,1.1800000072e-01,1.1800000072e-01,1.1269999695e+02,1.0000000149e-01,1.0000000149e-01,2.2629161363e-01,9.2230786026e-02,6.7740394595e-02,6.1000001431e-01,5.9999998659e-02,5.9999998659e-02,0,2.4226309204e+02,5.2943874359e+01,2.1150529480e+02,7.0795227051e+01,6.9050002098e+00
 609,       "BD+48 740 b",1.7000000477e+00,1.0000000149e-01,1.0000000149e-01,7.5999999046e-01,5.0000000745e-02,9.0000003576e-02,1.0000000000e+02,1.2000000000e+01,1.5000000000e+01,1.1984285413e+00,2.3941169216e-01,2.0829383793e-01,1.0329999924e+01,1.8099999428e+00,1.8099999428e+00,0,4.0742568970e+01,4.8930061340e+01,5.4322853088e+01,3.1408496857e+01,7.3300000000e+02
 610,        "HD 20794 e",5.0900000334e-01,6.0000000522e-03,6.0000000522e-03,2.8999999166e-01,1.4000000060e-01,1.8000000715e-01,2.6814001465e+02,4.8130001068e+01,3.2659999847e+01,1.7310814955e-01,7.8149370194e-02,5.3358572014e-02,1.0832538961e+00,1.4523911191e-01,1.4523911191e-01,0,4.9981876373e+01,-4.3069782257e+01,2.7223466873e+01,-5.8111755371e+01,1.4702000427e+02
 611,       "HD 177565 b",2.4600000679e-01,1.8999999389e-02,1.8999999389e-02,5.9300001711e-02,1.7170000076e-01,5.7450000197e-02,3.0997000122e+02,4.5840000153e+01,3.0607998657e+02,3.4760976612e-01,1.7995180455e-01,1.2337120152e-01,1.5395919011e+00,1.4964354478e+00,1.4964354478e+00,0,2.8671859741e+02,-3.7810657501e+01,2.8361901855e+02,-1.5158482552e+01,4.4505001068e+01
 612,        "HD 40956 b",1.3999999762e+00,1.0000000149e-01,1.0000000149e-01,2.3999999464e-01,5.0000000745e-02,5.0000000745e-02,3.3861999512e+02,7.7399997711e+00,7.7399997711e+00,1.1726338917e+00,2.1732787018e-01,1.8567319069e-01,8.5600004196e+00,3.3000001311e-01,3.3000001311e-01,0,9.1663146973e+01,6.3453838348e+01,9.0970497131e+01,4.0020149231e+01,5.7859997559e+02
 613,       "HD 111591 b",2.5000000000e+00,1.0000000149e-01,1.0000000149e-01,2.5999999046e-01,1.0000000149e-01,1.0000000149e-01,7.8720001221e+01,1.1939999580e+01,1.1939999580e+01,1.1356357468e+00,2.1439167882e-01,1.7703451613e-01,8.0299997330e+00,4.9000000954e-01,4.9000000954e-01,0,1.9257206726e+02,2.2863407135e+01,1.8187652588e+02,2.5865179062e+01,1.0564000244e+03
 614,       "HD 113996 b",1.6000000238e+00,1.0000000149e-01,1.0000000149e-01,2.8000000119e-01,1.1999999732e-01,1.1999999732e-01,9.2059997559e+01,1.7250000000e+01,1.7250000000e+01,1.1326618381e+00,1.9406125962e-01,1.8742094827e-01,2.5110000610e+01,1.2000000477e+00,1.2000000477e+00,0,1.9679470825e+02,2.7624740601e+01,1.8340309143e+02,3.1819816589e+01,6.1020001221e+02
 615,          "TAP 26 b",9.6799999475e-02,3.1999999192e-03,3.1999999192e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2075447447e+00,2.0860748056e-01,1.8899482605e-01,1.1699999571e+00,1.7000000179e-01,1.7000000179e-01,0,6.4715415955e+01,1.7387935638e+01,6.5884826660e+01,-3.9596080780e+00,1.0789999962e+01
 616,       "Kepler-20 g",2.0550000668e-01,2.1999999881e-03,2.1999999881e-03,1.5000000596e-01,9.9999997765e-03,1.0000000149e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,4.0883790275e-01,1.7852267676e-01,1.1557200763e-01,9.5999997854e-01,1.9999999553e-02,1.9999999553e-02,0,2.8769799805e+02,4.2338726044e+01,3.0071847534e+02,6.3902538300e+01,3.4939998627e+01
 617,"NGC 2682 Sand 978 b,1.3895854683e+00,7.7036669472e-03,7.7036669472e-03,1.5999999642e-01,7.0000000298e-02,7.0000000298e-02,2.9167999268e+02,3.5849998474e+01,3.5849998474e+01,1.1839224439e+00,2.0218574670e-01,1.8719444682e-01,2.4535399090e+01,2.5725094228e+00,2.5725094228e+00,0,1.3282283020e+02,1.1756299019e+01,1.3196989441e+02,-5.6641302109e+00,5.1120999146e+02
 618,         "GJ 3138 b",1.9700000063e-02,5.0000002375e-04,5.0000002375e-04,1.8999999762e-01,1.8000000715e-01,1.2999999523e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0494730811e-01,2.2329217793e-02,1.5798510458e-02,5.0000000000e-01,2.9999999329e-02,2.9999999329e-02,0,3.2295425415e+01,-1.6339591980e+01,2.3842910767e+01,-2.7519969940e+01,1.2200299501e+00
 619,         "GJ 3138 c",5.7000000030e-02,1.0000000475e-03,1.0000000475e-03,1.0999999940e-01,1.0999999940e-01,7.0000000298e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.6142678343e-01,6.9700443595e-02,4.3182607098e-02,5.0000000000e-01,2.9999999329e-02,2.9999999329e-02,0,3.2295425415e+01,-1.6339591980e+01,2.3842910767e+01,-2.7519969940e+01,5.9739999771e+00
 620,         "GJ 3138 d",6.9800001383e-01,1.7999999225e-02,1.7999999225e-02,3.1999999285e-01,2.0000000298e-01,2.0999999344e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.8602079154e-01,1.2152435340e-01,9.1429769360e-02,5.0000000000e-01,2.9999999329e-02,2.9999999329e-02,0,3.2295425415e+01,-1.6339591980e+01,2.3842910767e+01,-2.7519969940e+01,2.5779998779e+02
 621,         "GJ 3323 b",3.2820001245e-02,5.3999997908e-04,5.3999997908e-04,2.3000000417e-01,1.0999999940e-01,1.0999999940e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1048679301e-01,3.0956388934e-02,1.6902419684e-02,1.1999999732e-01,2.9999999329e-02,2.9999999329e-02,0,7.5489280701e+01,-6.9462628365e+00,7.3386215210e+01,-2.9552486420e+01,5.3635997772e+00
 622,         "GJ 3323 c",1.2639999390e-01,2.0999999251e-03,2.0999999251e-03,1.7000000179e-01,2.0999999344e-01,1.1999999732e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.1691800319e-01,4.2496489358e-02,2.0985108501e-02,1.1999999732e-01,2.9999999329e-02,2.9999999329e-02,0,7.5489280701e+01,-6.9462628365e+00,7.3386215210e+01,-2.9552486420e+01,4.0540000916e+01
 623,          "GJ 273 b",9.1100998223e-02,1.8999999156e-05,1.8999999156e-05,1.0000000149e-01,9.0000003576e-02,7.0000000298e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.3353697479e-01,5.3101679917e-02,3.1781152201e-02,2.8999999166e-01,2.9999999329e-02,2.9999999329e-02,0,1.1185208130e+02,5.2257847786e+00,1.1274272919e+02,-1.6504850388e+01,1.8649799347e+01
 624,          "GJ 273 c",3.6467000842e-02,1.9999999950e-06,1.9999999950e-06,1.7000000179e-01,1.2999999523e-01,1.1999999732e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.4558367087e-02,1.0639996453e-02,9.5936702269e-03,2.8999999166e-01,2.9999999329e-02,2.9999999329e-02,0,1.1185208130e+02,5.2257847786e+00,1.1274272919e+02,-1.6504850388e+01,4.7234001160e+00
 625,         "GJ 3293 d",1.9393999875e-01,1.6999999934e-04,1.6999999934e-04,1.1999999732e-01,1.2999999523e-01,9.0000003576e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.3658445288e-01,1.0728602396e-01,7.5778425034e-02,4.0000000596e-01,2.9999999329e-02,2.9999999329e-02,0,6.7148818970e+01,-2.5169300079e+01,5.9472877502e+01,-4.6216159821e+01,4.8134498596e+01
 626,         "GJ 3293 e",8.2079999149e-02,2.9999999242e-05,2.9999999242e-05,2.0999999344e-01,2.0000000298e-01,1.4000000060e-01,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.4154446818e-01,6.5119211870e-02,3.9931125961e-02,4.0000000596e-01,2.9999999329e-02,2.9999999329e-02,0,6.7148818970e+01,-2.5169300079e+01,5.9472877502e+01,-4.6216159821e+01,1.3254300117e+01
 627,       "Kepler-19 d",3.0334798150e-01,4.3479124504e-03,4.3479124504e-03,5.0000000745e-02,1.5999999642e-01,9.9999997765e-03,5.5200000763e+01,7.6800003052e+01,5.7400001526e+01,4.4750709071e-01,1.8729634180e-01,1.2394573169e-01,8.6000001431e-01,1.9999999553e-02,1.9999999553e-02,0,2.9042083740e+02,3.7851787567e+01,3.0235760498e+02,5.9018409729e+01,6.2950000763e+01
 628,       "HIP 67537 b",4.9099998474e+00,1.4000000060e-01,1.4000000060e-01,5.8999997377e-01,5.0000000745e-02,1.9999999553e-02,1.1959999847e+02,4.5999999046e+00,6.6999998093e+00,1.0929473549e+00,2.0715820994e-01,1.7112010733e-01,8.6899995804e+00,8.7999999523e-01,8.7999999523e-01,0,2.0758082581e+02,-3.9900856018e+01,2.2051402283e+02,-2.6566841125e+01,2.5565000000e+03
 629,        "HD 27894 c",1.9799999893e-01,1.0000000475e-03,1.0000000475e-03,1.4999999665e-02,1.9999999553e-02,2.0000000950e-03,4.4200000763e+01,1.1000000000e+01,7.5000000000e+00,7.2666499691e-01,3.2118096762e-01,2.3226465512e-01,7.5462875565e-01,1.4143159860e-02,1.4143159860e-02,0,6.5196029663e+01,-5.9410835266e+01,2.0870296478e+01,-7.6792846680e+01,3.6069999695e+01
 630,        "HD 27894 d",5.4479999542e+00,1.1900000274e-01,1.1900000274e-01,3.8899999857e-01,8.6999997497e-02,2.9999999329e-02,3.5389999390e+02,1.2300000191e+01,3.0999999046e+00,1.1227387415e+00,2.1661196873e-01,1.5031973969e-01,7.5460788147e-01,1.4090870404e-02,1.4090870404e-02,0,6.5196029663e+01,-5.9410835266e+01,2.0870296478e+01,-7.6792846680e+01,5.1740000000e+03
 631,"TYC 4282-00605-1 b",4.2199999094e-01,8.9999996126e-03,8.9999996126e-03,2.8000000119e-01,9.9999997765e-03,9.9999997765e-03,2.8894000244e+02,2.3800001144e+00,2.3800001144e+00,1.1012185646e+00,2.1872355294e-01,1.7716118664e-01,1.6209999084e+01,4.0100002289e+00,4.0100002289e+00,0,3.4387170410e+02,6.2239181519e+01,2.7535585403e+01,5.9694557190e+01,1.0154000092e+02
 632,         "GJ 1148 c",9.1200000048e-01,4.9999998882e-03,4.9999998882e-03,3.4200000763e-01,5.0000000745e-02,6.1999998987e-02,2.1039999390e+02,1.2000000000e+01,9.1000003815e+00,8.5120388226e-01,3.8833893540e-01,2.4050917578e-01,4.0000000596e-01,2.0000000298e-01,2.0000000298e-01,0,1.7543597412e+02,4.2751972198e+01,1.5614807129e+02,3.6838993073e+01,5.3258001709e+02
 633,        "Ross 128 b",4.9600001425e-02,1.7000000225e-03,1.7000000225e-03,1.1599999666e-01,9.7000002861e-02,9.7000002861e-02,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,9.8907996471e-02,1.3785321977e-02,1.2048853472e-02,2.0000000298e-01,9.9999997765e-03,9.9999997765e-03,0,1.7693498230e+02,8.0456298590e-01,1.7686782837e+02,-4.8034998775e-01,9.8657999039e+00
 634,       "HD 176986 b",6.2959998846e-02,1.3000000035e-04,1.3000000035e-04,6.5999999642e-02,6.5999999642e-02,6.5999999642e-02,2.4900000000e+02,9.1000000000e+01,9.1000000000e+01,2.0127998200e-01,8.2683793315e-02,5.9523625423e-02,7.7999997139e-01,3.9999999106e-02,3.9999999106e-02,0,2.8577447510e+02,-1.1043926239e+01,2.8580215454e+02,1.1534218788e+01,6.4897999763e+00
 635,       "HD 176986 c",1.1878000200e-01,2.5000001187e-04,2.5000001187e-04,1.1100000143e-01,7.9999998212e-02,7.9999998212e-02,2.7000000000e+02,1.3000000000e+02,1.3000000000e+02,2.6700550550e-01,1.0241619255e-01,7.9783594628e-02,7.7999997139e-01,3.9999999106e-02,3.9999999106e-02,0,2.8577447510e+02,-1.1043926239e+01,2.8580215454e+02,1.1534218788e+01,1.6819099426e+01
 636,       "HD 147379 b",3.1929999590e-01,1.9999999495e-04,1.9999999495e-04,9.9999997765e-03,1.1999999732e-01,9.9999997765e-03,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,4.7839997714e-01,1.8542581324e-01,1.5026983968e-01,5.6999999285e-01,5.9999998659e-02,5.9999998659e-02,0,2.4417811584e+02,6.7238845825e+01,1.6432865906e+02,7.9919822693e+01,8.6540000916e+01
 637,       "HD 238914 b",5.6999998093e+00,8.9999997616e-01,8.9999997616e-01,5.6000000238e-01,7.0000000298e-02,5.0000000745e-02,3.1800000000e+02,8.0000000000e+00,7.0000000000e+00,1.1364974256e+00,2.0974171931e-01,1.8971919256e-01,1.2729999542e+01,3.8900001049e+00,3.8900001049e+00,0,2.7958422852e+02,5.9253856659e+01,3.0520629883e+02,8.1509651184e+01,4.1000000000e+03
 638,"TYC 3318-01333-1 b",1.4140000343e+00,6.3000001013e-02,6.3000001013e-02,9.7999997437e-02,8.2000002265e-02,3.2000001520e-02,1.2900000000e+02,4.0000000000e+01,3.6000000000e+01,1.1722918352e+00,2.0274295075e-01,1.7988367490e-01,5.9000000954e+00,1.0000000000e+00,1.0000000000e+00,0,4.5582458496e+01,4.9744159698e+01,5.8115722656e+01,3.1104167938e+01,5.6200000000e+02
 639,          "GJ 179 b",2.4100000858e+00,3.9999999106e-02,3.9999999106e-02,2.0999999344e-01,7.9999998212e-02,7.9999998212e-02,1.5300000000e+02,2.4000000000e+01,2.4000000000e+01,1.2258272277e+00,2.3040468092e-01,1.8042364981e-01,3.7999999523e-01,1.9999999553e-02,1.9999999553e-02,0,7.3023864746e+01,6.4765391350e+00,7.2440162659e+01,-1.5933888435e+01,2.2880000000e+03
 640,         "HD 3167 d",7.7569998801e-02,2.6999998954e-04,2.6999998954e-04,3.6000001431e-01,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,2.1942993442e-01,9.2422613601e-02,6.1890746259e-02,8.6000001431e-01,3.9999999106e-02,3.9999999106e-02,0,8.7396841049e+00,4.3814687729e+00,9.7527475357e+00,5.6315100193e-01,8.5089998245e+00
 641,        "HD 34445 c",7.1810001135e-01,4.9000000581e-03,4.9000000581e-03,3.5999998450e-02,7.1000002325e-02,3.5999998450e-02,1.4900000000e+02,7.4500000000e+01,7.4500000000e+01,7.5398045124e-01,3.1267492163e-01,2.2361646097e-01,1.3799999952e+00,1.9999999553e-02,1.9999999553e-02,0,7.9420745850e+01,7.3533430099e+00,7.9098014832e+01,-1.5686472893e+01,2.1466999817e+02
 642,       "HD 158996 b",2.0999999046e+00,2.0000000298e-01,2.0000000298e-01,1.2999999523e-01,5.0000000745e-02,5.0000000745e-02,1.6800000000e+02,1.2000000000e+01,1.2000000000e+01,1.0813591444e+00,2.2072490850e-01,1.6834455615e-01,5.0299999237e+01,4.3000001907e+00,4.3000001907e+00,0,2.5990463257e+02,8.0136398315e+01,9.7215835571e+01,7.6169143677e+01,8.2020001221e+02
 643,        "HAT-P-11 c",4.1300001144e+00,2.8999999166e-01,2.8999999166e-01,6.0100001097e-01,3.2000001520e-02,3.0999999493e-02,1.4369999695e+02,4.8000001907e+00,4.9000000954e+00,1.1906087150e+00,2.2753517085e-01,1.8477164502e-01,6.8000000715e-01,9.9999997765e-03,9.9999997765e-03,0,2.9770935059e+02,4.8080856323e+01,3.2154800415e+02,6.6629455566e+01,3.4070000000e+03
 644,        "CoRoT-20 c",2.9000000954e+00,7.0000000298e-02,7.0000000298e-02,6.0000002384e-01,2.9999999329e-02,2.9999999329e-02,6.5000000000e+01,5.5000000000e+00,5.6999998093e+00,1.0721294284e+00,1.8372367582e-01,1.7191505906e-01,1.5928129357e+00,1.6032155379e+00,1.6032155379e+00,0,9.7720405579e+01,2.2691899538e-01,9.8390930176e+01,-2.2987775803e+01,1.6750000000e+03
 645,         "HD 9174 b",2.2000000477e+00,9.0000003576e-02,9.0000003576e-02,1.1999999732e-01,5.0000000745e-02,5.0000000745e-02,1.0198999786e+02,3.7819999695e+01,3.7819999695e+01,1.2057162848e+00,2.1610910910e-01,1.9386905262e-01,1.6699999571e+00,7.0000000298e-02,7.0000000298e-02,0,2.2504177094e+01,-1.9604501724e+01,1.2776157379e+01,-2.6824712753e+01,1.1790000000e+03
 646,        "HD 68402 b",2.1800000668e+00,9.0000003576e-02,9.0000003576e-02,2.9999999329e-02,5.9999998659e-02,5.9999998659e-02,1.7190000534e+01,1.3177999878e+02,1.3177999878e+02,1.1703757998e+00,2.1394743967e-01,1.8494283936e-01,1.0199999809e+00,5.0000000745e-02,5.0000000745e-02,0,1.2134871674e+02,-7.4410415649e+01,2.3098619080e+02,-7.7167633057e+01,1.1030000000e+03
 647,        "HD 72892 b",2.2800000012e-01,8.0000003800e-03,8.0000003800e-03,4.2300000787e-01,6.0000000522e-03,6.0000000522e-03,3.4435000610e+02,8.0000001192e-01,8.0000001192e-01,1.1431704368e+00,1.9476131345e-01,1.8189052321e-01,1.2200000286e+00,5.9999998659e-02,5.9999998659e-02,0,1.2871914673e+02,-1.4456693649e+01,1.3556497192e+02,-3.1976751328e+01,3.9474998474e+01
 648,       "HD 128356 b",8.7000000477e-01,2.9999999329e-02,2.9999999329e-02,5.6999999285e-01,7.9999998212e-02,7.9999998212e-02,8.4220001221e+01,4.5799999237e+00,4.5799999237e+00,1.2216003010e+00,2.1793936495e-01,1.8826291480e-01,8.5000002384e-01,1.9999999553e-02,1.9999999553e-02,0,2.1927035522e+02,-2.5802562714e+01,2.2495909119e+02,-9.9431934357e+00,2.9820001221e+02
 649,       "HD 147873 b",5.2200001478e-01,1.7999999225e-02,1.7999999225e-02,2.0700000226e-01,1.3000000268e-02,1.3000000268e-02,8.0209999084e+01,2.8599998951e+00,2.8599998951e+00,1.1231538726e+00,2.1990939446e-01,1.7109562662e-01,2.2899999619e+00,1.0000000149e-01,1.0000000149e-01,0,2.4643814087e+02,-3.3567119598e+01,2.5011125183e+02,-1.1740394592e+01,1.1659600067e+02
 650,       "HD 147873 c",1.3600000143e+00,5.0000000745e-02,5.0000000745e-02,2.3000000417e-01,2.9999999329e-02,2.9999999329e-02,4.1830001831e+01,1.1460000038e+01,1.1460000038e+01,1.1701398310e+00,2.1936919284e-01,1.7553312288e-01,2.2899999619e+00,1.0000000149e-01,1.0000000149e-01,0,2.4643814087e+02,-3.3567119598e+01,2.5011125183e+02,-1.1740394592e+01,4.9154000854e+02
 651,       "HD 165155 b",1.1299999952e+00,3.9999999106e-02,3.9999999106e-02,2.0000000298e-01,2.9999999329e-02,2.9999999329e-02,2.1199000549e+02,1.1460000038e+01,1.1460000038e+01,1.1609025550e+00,2.3449007477e-01,1.8184553710e-01,9.4999998808e-01,1.0999999940e-01,1.0999999940e-01,0,2.7148895264e+02,-2.9917253494e+01,2.7129882812e+02,-6.4846749306e+00,4.3450000000e+02
 652,       "HD 224538 b",2.2799999714e+00,7.9999998212e-02,7.9999998212e-02,4.6399998665e-01,2.1999999881e-02,2.1999999881e-02,2.2920000076e+01,1.7200000286e+00,1.7200000286e+00,1.1206781210e+00,2.2294036192e-01,1.7465211762e-01,1.5399999619e+00,5.9999998659e-02,5.9999998659e-02,0,3.5971566772e+02,-6.1586772919e+01,3.2350485229e+02,-5.3709045410e+01,1.1890999756e+03
 653,       "HD 215152 b",5.7638000697e-02,7.3899998097e-04,7.3899998097e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0558888364e-01,2.6987242788e-02,1.8178879945e-02,7.3000001907e-01,1.9999999553e-02,1.9999999553e-02,0,3.4083874512e+02,-6.4008212090e+00,3.3989501953e+02,1.5737630129e+00,5.7599902153e+00
 654,       "HD 215152 c",6.7392997444e-02,8.5999997100e-04,8.5999997100e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.0456392228e-01,2.9659225053e-02,1.9944762300e-02,7.3000001907e-01,1.9999999553e-02,1.9999999553e-02,0,3.4083874512e+02,-6.4008212090e+00,3.3989501953e+02,1.5737630129e+00,7.2824301720e+00
 655,       "HD 215152 d",8.7990000844e-02,1.1299999896e-03,1.1299999896e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2742893196e-01,5.9333284359e-02,2.9968133479e-02,7.3000001907e-01,1.9999999553e-02,1.9999999553e-02,0,3.4083874512e+02,-6.4008212090e+00,3.3989501953e+02,1.5737630129e+00,1.0864990234e+01
 656,       "HD 215152 e",1.5417000651e-01,1.9900000188e-03,1.9900000188e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.0000000000e+01,0.0000000000e+00,0.0000000000e+00,1.2411277438e-01,7.0254435639e-02,3.1419706884e-02,7.3000001907e-01,1.9999999553e-02,1.9999999553e-02,0,3.4083874512e+02,-6.4008212090e+00,3.3989501953e+02,1.5737630129e+00,2.5196699142e+01
 657,         "gam Lib b",1.2400000095e+00,1.0000000149e-01,1.0000000149e-01,2.0999999344e-01,1.0000000149e-01,1.0000000149e-01,1.8700000000e+02,3.0000000000e+01,3.8000000000e+01,1.2234525935e+00,2.1481987631e-01,1.9233208953e-01,1.1100000381e+01,1.1000000238e+00,3.0000001192e-01,0,2.3388157654e+02,-1.4789536476e+01,2.3513803101e+02,4.3859291077e+00,4.1520001221e+02
 658,         "gam Lib c",2.1700000763e+00,1.0000000149e-01,1.0000000149e-01,5.7000000030e-02,3.4000001848e-02,3.2000001520e-02,1.4600000000e+02,3.2000000000e+01,4.3000000000e+01,1.1469042650e+00,2.0708319833e-01,1.7533953201e-01,1.1100000381e+01,1.1000000238e+00,3.0000001192e-01,0,2.3388157654e+02,-1.4789536476e+01,2.3513803101e+02,4.3859291077e+00,9.6459997559e+02
 659,          "24 Boo b",1.8999999762e-01,1.2000000104e-02,1.2000000104e-02,4.1999999434e-02,4.8000000417e-02,2.8999999166e-02,2.1000000000e+02,1.0000000000e+02,1.3000000000e+02,1.2281114117e+00,2.4232440875e-01,2.0423416054e-01,1.0640000343e+01,8.3999997377e-01,5.8999997377e-01,0,2.1715754700e+02,4.9844852448e+01,1.8592515564e+02,5.8888908386e+01,3.0350599289e+01
 660,        "HD 47366 b",1.2139999866e+00,2.9999999329e-02,2.9999999329e-02,8.9000001550e-02,7.9000003636e-02,5.9999998659e-02,1.0000000000e+02,1.0000000000e+02,7.1000000000e+01,1.2022557095e+00,2.1700737291e-01,1.9641526032e-01,7.3000001907e+00,3.3000001311e-01,3.3000001311e-01,0,9.9419967651e+01,-1.2985116005e+01,1.0137716675e+02,-3.6053108215e+01,3.6329998779e+02
 661,        "HD 47366 c",1.8530000448e+00,4.5000001788e-02,4.5000001788e-02,2.7799999714e-01,6.7000001669e-02,9.3999996781e-02,1.3200000000e+02,1.7000000000e+01,2.0000000000e+01,1.1725579263e+00,2.0943725162e-01,1.8591162661e-01,7.3000001907e+00,3.3000001311e-01,3.3000001311e-01,0,9.9419967651e+01,-1.2985116005e+01,1.0137716675e+02,-3.6053108215e+01,6.8470001221e+02
 662,        "HD 87646 b",1.1699999869e-01,3.0000000261e-03,3.0000000261e-03,5.0000000745e-02,1.9999999553e-02,1.9999999553e-02,2.9800000000e+02,3.0000000000e+01,3.0000000000e+01,1.0786682804e+00,2.0467579188e-01,1.6091296369e-01,1.5499999523e+00,2.1999999881e-01,2.1999999881e-01,0,1.5166986084e+02,1.7895103455e+01,1.4735824585e+02,5.8708391190e+00,1.3480999947e+01
 663,       "Kepler-56 d",2.1600000858e+00,7.9999998212e-02,7.9999998212e-02,2.0000000298e-01,9.9999997765e-03,9.9999997765e-03,-1.5000000000e+01,5.6999998093e+00,5.6999998093e+00,1.1246887631e+00,2.3645038399e-01,1.8466352616e-01,4.2300000191e+00,1.5000000596e-01,1.5000000596e-01,0,2.9375836182e+02,4.1871868134e+01,3.0982192993e+02,6.2065948486e+01,1.0020000000e+03
 664,         "rho CrB b",2.1960000694e-01,2.4000001140e-03,2.4000001140e-03,3.7300001830e-02,4.0000001900e-03,3.8999998942e-03,2.7060000610e+02,5.9000000954e+00,5.8000001907e+00,1.2063007799e+00,2.3725796718e-01,1.8375967050e-01,1.3600000143e+00,2.9999999329e-02,2.9999999329e-02,0,2.4026109314e+02,3.3303508759e+01,2.2718057251e+02,5.2413337708e+01,3.9845798492e+01
